Year,Primary Type,Description,Location Description,Latitude,Longitude
2010,THEFT,$500 AND UNDER,STREET,42.011868433,-87.665887514
2010,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,41.774757027,-87.771372085
2010,NARCOTICS,POSS: COCAINE,SIDEWALK,41.793469784,-87.706545862
2010,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,"SCHOOL, PUBLIC, GROUNDS",41.76740997,-87.690652359
2010,ASSAULT,SIMPLE,RESIDENCE,41.942037725,-87.685696554
2010,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.716937892,-87.665849256
2010,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,41.880456526,-87.74848032
2010,BATTERY,SIMPLE,SIDEWALK,41.894898376,-87.759683288
2010,CRIMINAL DAMAGE,TO VEHICLE,OTHER,41.873699424,-87.704705156
2010,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,41.808434495,-87.62443501
2010,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,41.772616417,-87.583844254
2010,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,JAIL / LOCK-UP FACILITY,41.692833841,-87.60431945
2010,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.799742051,-87.619348653
2010,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,41.722768379,-87.624410361
2010,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.698989663,-87.646235716
2010,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.786041879,-87.716342361
2010,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,41.78690669,-87.625500912
2010,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.94051825,-87.757440475
2010,THEFT,OVER $500,STREET,41.867081407,-87.619003708
2010,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.752626248,-87.565038183
2010,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.942320563,-87.677030162
2010,THEFT,FROM BUILDING,MOVIE HOUSE/THEATER,41.932404221,-87.68790352
2010,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",41.881948328,-87.733902763
2010,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.725550708,-87.613748962
2010,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.724306284,-87.6518052
2010,NARCOTICS,POSS: COCAINE,STREET,41.846957532,-87.72733688
2010,ASSAULT,SIMPLE,APARTMENT,41.746154129,-87.646337695
2010,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.874086805,-87.62599014
2010,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: CYCLE, SCOOTER, BIKE W-VIN",STREET,41.983860004,-87.69067961
2010,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,41.772057234,-87.675344736
2010,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),41.75297491,-87.563828298
2010,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,41.868180939,-87.709271389
2010,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",41.764112658,-87.600129909
2010,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,41.783674009,-87.596277178
2010,NARCOTICS,POSS: HEROIN(BLACK TAR),STREET,41.758264079,-87.583472503
2010,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",41.897524786,-87.704673571
2010,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.944480389,-87.652545677
2010,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,41.903643209,-87.716592651
2010,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA BUS STOP,41.878202369,-87.686356186
2010,THEFT,$500 AND UNDER,STREET,41.890627255,-87.648780366
2010,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,41.692358646,-87.623096746
2010,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.702211673,-87.669136207
2010,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),41.902285692,-87.752549609
2010,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.894510907,-87.662358064
2010,BURGLARY,FORCIBLE ENTRY,BAR OR TAVERN,41.893374793,-87.621784977
2010,THEFT,OVER $500,SIDEWALK,41.896671452,-87.628594922
2010,THEFT,FROM BUILDING,APARTMENT,41.877161446,-87.676536946
2010,ASSAULT,SIMPLE,SIDEWALK,41.780247905,-87.615146952
2010,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,41.790912894,-87.593205661
2010,ROBBERY,STRONGARM - NO WEAPON,STREET,41.748016551,-87.651242996
2010,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.889326577,-87.757841738
2010,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.919704085,-87.696776501
2010,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),41.667505513,-87.54956291
2010,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),41.890882746,-87.72228692
2010,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.76922579,-87.568223632
2010,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,41.908778216,-87.726480687
2010,THEFT,$500 AND UNDER,STREET,41.949253998,-87.670136283
2010,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,41.910933985,-87.647299629
2010,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.78420891,-87.643522642
2010,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,41.755277464,-87.700053111
2010,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,41.868541914,-87.639235361
2010,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.765044369,-87.654852819
2010,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.804205931,-87.670933698
2010,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.800645741,-87.668410415
2010,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.771504848,-87.587196812
2010,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",41.755201817,-87.645372621
2010,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.902640994,-87.691942863
2010,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.742510028,-87.641363863
2010,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,41.807628684,-87.612251647
2010,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.673185855,-87.622513271
2010,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,41.771750188,-87.641757207
2011,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.875223249,-87.728872799
2011,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,41.876913787,-87.679785449
2011,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,SIDEWALK,41.852330716,-87.635916341
2011,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),41.76573639,-87.66381882
2011,THEFT,$500 AND UNDER,APARTMENT,41.782892908,-87.58835175
2011,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,41.708422727,-87.610142198
2011,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,41.866184252,-87.724306416
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.743032298,-87.603792207
2011,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,41.847491871,-87.72097867
2011,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,41.790576369,-87.717024942
2011,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.919283152,-87.777998334
2011,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.877500741,-87.649566735
2011,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,ATM (AUTOMATIC TELLER MACHINE),41.902522915,-87.63140683
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.791460518,-87.687636233
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.748830332,-87.643216242
2011,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.829651528,-87.614451899
2011,BATTERY,SIMPLE,STREET,41.707250544,-87.604006449
2011,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,41.808544351,-87.613855297
2011,ASSAULT,SIMPLE,RESIDENCE,41.822663143,-87.615531658
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.729781139,-87.659239223
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.99762059,-87.696309601
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.786744564,-87.730324321
2011,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,41.649420221,-87.544736479
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.976280081,-87.71355703
2011,THEFT,$500 AND UNDER,STREET,41.925278047,-87.659345913
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.745724016,-87.690080827
2011,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,41.796360074,-87.752601128
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.858307458,-87.720034875
2011,BATTERY,SIMPLE,SIDEWALK,41.757657097,-87.613866873
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.774918123,-87.689627892
2011,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),41.924704707,-87.708382786
2011,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.896375946,-87.6242787
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.851804072,-87.68563492
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.795532698,-87.692967897
2011,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),41.707097174,-87.628687906
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,42.016532015,-87.702995015
2011,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.757105682,-87.646635062
2011,BATTERY,SIMPLE,SIDEWALK,41.805162792,-87.62435004
2011,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,APARTMENT,41.859244276,-87.694054305
2011,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,41.897867687,-87.624096909
2011,THEFT,FROM BUILDING,RESIDENCE,41.703575057,-87.537703189
2011,ROBBERY,ATTEMPT: AGGRAVATED,OTHER,41.929814686,-87.640971236
2011,BURGLARY,FORCIBLE ENTRY,OTHER RAILROAD PROP / TRAIN DEPOT,41.804853056,-87.67994613
2011,BATTERY,SIMPLE,STREET,41.776964275,-87.683583862
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.736906763,-87.55280491
2011,THEFT,$500 AND UNDER,STREET,41.805239109,-87.747983861
2011,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,41.978594249,-87.693200326
2011,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,41.941776388,-87.651460727
2011,ROBBERY,ARMED: HANDGUN,OTHER,41.763842491,-87.565494524
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ABANDONED BUILDING,41.88902734,-87.72223115
2011,PUBLIC PEACE VIOLATION,BOMB THREAT,OTHER,41.730095636,-87.549212855
2011,BATTERY,AGGRAVATED: OTHER DANG WEAPON,GAS STATION,41.931267307,-87.766784774
2011,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,41.964334229,-87.669325417
2011,ASSAULT,SIMPLE,RESIDENCE,41.881936372,-87.701969426
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.779626865,-87.719116961
2011,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,41.695383902,-87.644908332
2011,NARCOTICS,MANU/DELIVER: HEROIN(BRN/TAN),RESIDENCE,41.714978435,-87.655998622
2011,ASSAULT,SIMPLE,RESIDENCE,41.857095489,-87.654824112
2011,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.886000974,-87.647485647
2011,THEFT,$500 AND UNDER,STREET,41.760600816,-87.584940725
2011,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,41.701596024,-87.631578627
2011,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),41.918276506,-87.689780161
2011,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.895562545,-87.655915676
2011,ROBBERY,ARMED: HANDGUN,STREET,41.784654734,-87.689112513
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.746384098,-87.653627515
2011,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,41.811563693,-87.644399372
2011,THEFT,$500 AND UNDER,STREET,41.751328522,-87.658610709
2011,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,41.908089844,-87.637536018
2011,BATTERY,SIMPLE,STREET,41.947376194,-87.659168334
2011,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,41.887417644,-87.755321163
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.967702499,-87.773540521
2011,THEFT,PURSE-SNATCHING,CTA BUS STOP,41.945993442,-87.757534561
2011,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,41.904802597,-87.75973423
2011,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,BANK,41.836385231,-87.66571041
2011,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.893995231,-87.682909591
2011,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,41.889975729,-87.634467644
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.70378272,-87.605462848
2011,THEFT,$500 AND UNDER,STREET,41.98678834,-87.693677332
2011,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,VEHICLE NON-COMMERCIAL,41.783172095,-87.659798584
2011,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,41.85707628,-87.654824315
2011,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.92612216,-87.796544224
2011,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.890724284,-87.642528399
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.863919757,-87.722664867
2011,THEFT,$500 AND UNDER,APARTMENT,41.86566201,-87.728823362
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.739404156,-87.602470244
2011,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,41.693115989,-87.716733271
2011,THEFT,OVER $500,STREET,41.97402189,-87.740634187
2011,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,41.798780109,-87.664710913
2011,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),41.741870702,-87.553942987
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.751344208,-87.599820806
2011,THEFT,POCKET-PICKING,CTA PLATFORM,41.965943826,-87.657821704
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.781989696,-87.69347298
2011,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),41.788387124,-87.623926216
2011,THEFT,OVER $500,VEHICLE-COMMERCIAL,41.894617271,-87.659433305
2011,THEFT,OVER $500,STREET,41.915217493,-87.6865042
2011,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,41.897731932,-87.727382344
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,41.82442446,-87.642298651
2011,THEFT,OVER $500,RESIDENCE-GARAGE,41.917037143,-87.639988734
2011,BATTERY,AGGRAVATED: HANDGUN,STREET,41.726138629,-87.573768445
2011,ROBBERY,STRONGARM - NO WEAPON,STREET,41.843971041,-87.706240383
2011,THEFT,$500 AND UNDER,STREET,41.908373252,-87.73507367
2011,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,"SCHOOL, PUBLIC, BUILDING",41.911864905,-87.712512617
2011,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,41.892841858,-87.617721411
2011,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,41.80277572,-87.606419457
2011,ROBBERY,ARMED: HANDGUN,SIDEWALK,41.868042856,-87.720833983
2011,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,41.789592556,-87.693683399
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.817503413,-87.606722498
2011,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),41.704433635,-87.645188998
2011,CRIMINAL DAMAGE,TO PROPERTY,OTHER,41.875618638,-87.630100386
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,41.779598042,-87.70315393
2011,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,41.909800222,-87.651841553
2011,BURGLARY,FORCIBLE ENTRY,ABANDONED BUILDING,41.906611108,-87.773086334
2011,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,41.774607973,-87.689619995
2011,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,41.87870641,-87.63693686
2011,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,41.885888079,-87.627942238
2011,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.896010965,-87.624279065
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.971222764,-87.654875556
2011,THEFT,RETAIL THEFT,GROCERY FOOD STORE,41.765997125,-87.66382344
2011,PROSTITUTION,SOLICIT FOR PROSTITUTE,STREET,41.909978717,-87.717953432
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.738519296,-87.550220582
2011,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,41.722020021,-87.55987166
2011,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,41.860796041,-87.646730853
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,42.012107975,-87.697942345
2011,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.949623861,-87.665298405
2011,THEFT,$500 AND UNDER,STREET,41.756224067,-87.636492362
2011,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.728376274,-87.638544513
2011,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,SIDEWALK,41.884959747,-87.677349467
2011,ASSAULT,SIMPLE,APARTMENT,41.779621922,-87.593053201
2011,THEFT,$500 AND UNDER,STREET,41.748482124,-87.612430206
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.684133679,-87.65672126
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.754827555,-87.563864807
2011,ROBBERY,ARMED: OTHER FIREARM,ALLEY,41.871648427,-87.723858015
2011,ASSAULT,SIMPLE,RESIDENCE,41.985408917,-87.696802846
2011,BATTERY,SIMPLE,STREET,41.795690139,-87.582548648
2011,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,41.697569987,-87.620857047
2011,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",41.737094305,-87.572998178
2011,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,41.782490172,-87.711144288
2011,SEX OFFENSE,INDECENT SOLICITATION/CHILD,RESIDENCE,41.788341303,-87.64986599
2011,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,41.780316728,-87.694648192
2011,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,41.779826802,-87.613197481
2011,BURGLARY,FORCIBLE ENTRY,ALLEY,41.762308282,-87.655314157
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.776233571,-87.602184227
2011,THEFT,$500 AND UNDER,STREET,41.880195911,-87.665004867
2011,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,41.763084243,-87.664091974
2011,BURGLARY,UNLAWFUL ENTRY,APARTMENT,41.867934435,-87.68362541
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.937206705,-87.802578129
2011,BATTERY,SIMPLE,APARTMENT,41.880203774,-87.692380271
2011,BATTERY,SIMPLE,SIDEWALK,41.890032024,-87.630203077
2011,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,41.881955922,-87.700037657
2011,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,41.767522757,-87.67470926
2011,NARCOTICS,MANU/DELIVER:CRACK,STREET,41.775950677,-87.614322356
2011,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,41.793482611,-87.773313492
2011,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,41.902961643,-87.665865852
2011,THEFT,$500 AND UNDER,STREET,41.918309723,-87.689831268
2011,NARCOTICS,POSS: COCAINE,SIDEWALK,42.019374898,-87.671770772
2011,BATTERY,SIMPLE,SIDEWALK,41.866198337,-87.72334073
2011,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,41.775014435,-87.600786632
2011,ROBBERY,ARMED: HANDGUN,RESTAURANT,41.780312807,-87.68367105
2011,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,41.898057952,-87.698332206
2011,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,41.863544101,-87.733659858
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.998180251,-87.692338193
2011,THEFT,$500 AND UNDER,STREET,41.894262326,-87.616673471
2011,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,41.911694061,-87.777733469
2011,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.750385059,-87.661519356
2011,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.909864553,-87.765574348
2011,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,SIDEWALK,41.893153086,-87.746656633
2011,ASSAULT,SIMPLE,STREET,41.814411654,-87.642472323
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.881907474,-87.704705497
2011,BATTERY,SIMPLE,HOTEL/MOTEL,41.953401434,-87.748571238
2011,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,41.789803475,-87.647474288
2011,ROBBERY,ARMED: HANDGUN,STREET,41.878091461,-87.741077138
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,41.749880266,-87.663426578
2011,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,41.684012586,-87.650630763
2011,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,41.909740682,-87.676471266
2011,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,41.865577349,-87.720101236
2011,THEFT,$500 AND UNDER,DEPARTMENT STORE,41.910764867,-87.658120918
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.937718335,-87.64056599
2011,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,41.721180629,-87.623717187
2011,THEFT,OVER $500,SIDEWALK,41.901098417,-87.631367332
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.926328577,-87.753764744
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.809348998,-87.618783478
2011,THEFT,OVER $500,AIRPORT PARKING LOT,41.993218336,-87.882015864
2011,THEFT,$500 AND UNDER,VACANT LOT/LAND,41.869588336,-87.741331866
2011,ROBBERY,VEHICULAR HIJACKING,STREET,41.752093113,-87.614977137
2011,THEFT,$500 AND UNDER,STREET,41.812507582,-87.608260926
2011,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,41.855870302,-87.658805093
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.893915075,-87.760610309
2011,BATTERY,SIMPLE,SIDEWALK,41.844425687,-87.711627251
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.789722753,-87.658402588
2011,THEFT,RETAIL THEFT,TAVERN/LIQUOR STORE,41.70732639,-87.612985394
2011,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,41.859961164,-87.643421258
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,41.974433618,-87.717197278
2011,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE PORCH/HALLWAY,41.949060524,-87.717684295
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.966436414,-87.650631556
2011,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,41.830174487,-87.678019189
2011,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,41.880248482,-87.710986364
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.886813357,-87.727008111
2011,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.897982937,-87.624095634
2011,THEFT,OVER $500,STREET,41.904505139,-87.640590874
2011,THEFT,FROM BUILDING,SMALL RETAIL STORE,41.945712071,-87.782404295
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.924126803,-87.75467393
2011,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,41.792123914,-87.793318202
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,41.73693808,-87.583889175
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.780946398,-87.621995369
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.895656844,-87.655154373
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.804360421,-87.586085846
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.756091788,-87.632341337
2011,CRIMINAL TRESPASS,TO LAND,APARTMENT,41.814629974,-87.689498196
2011,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.959512267,-87.72938575
2011,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,41.894122134,-87.719934772
2011,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,41.90227194,-87.753629703
2011,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,41.883544958,-87.738022841
2011,THEFT,FROM BUILDING,COLLEGE/UNIVERSITY GROUNDS,41.7128602,-87.592464611
2011,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,41.790588412,-87.623986286
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.750322112,-87.603940546
2011,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,41.747964449,-87.663376869
2011,BATTERY,SIMPLE,ALLEY,41.841714646,-87.728124002
2011,BATTERY,SIMPLE,SIDEWALK,41.874959727,-87.74631634
2011,BURGLARY,UNLAWFUL ENTRY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,41.737408978,-87.644664882
2011,THEFT,$500 AND UNDER,STREET,41.785082538,-87.618979657
2011,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),41.909664252,-87.742728815
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.703230009,-87.628173505
2011,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,41.81061931,-87.624495288
